"dt","k","v"
2014-09-05,"sm.orders",4951
2014-09-06,"sm.orders",4928
2014-09-07,"sm.orders",4228
2014-09-08,"sm.orders",4213
2014-09-09,"sm.orders",4373
2014-09-10,"sm.orders",3086
2014-09-11,"sm.orders",3114
2014-09-12,"sm.orders",3968
2014-09-13,"sm.orders",4367
2014-09-14,"sm.orders",4198
2014-09-15,"sm.orders",3612
2014-09-16,"sm.orders",3443
2014-09-17,"sm.orders",2802
2014-09-18,"sm.orders",5272
2014-09-19,"sm.orders",3604
2014-09-20,"sm.orders",3765
2014-09-21,"sm.orders",3336
2014-09-22,"sm.orders",3427
2014-09-23,"sm.orders",3188
2014-09-24,"sm.orders",3070
2014-09-25,"sm.orders",3272
2014-09-26,"sm.orders",3718
2014-09-27,"sm.orders",3346
2014-09-28,"sm.orders",3792
2014-09-29,"sm.orders",3333
2014-09-30,"sm.orders",4037
2014-10-01,"sm.orders",3361
2014-10-02,"sm.orders",3170
2014-10-03,"sm.orders",3416
2014-10-04,"sm.orders",3486
2014-10-05,"sm.orders",3644
2014-10-06,"sm.orders",3048
2014-10-07,"sm.orders",4041
2014-10-08,"sm.orders",3092
2014-10-09,"sm.orders",3474
2014-10-10,"sm.orders",3705
2014-10-11,"sm.orders",3591
2014-10-12,"sm.orders",3621
2014-10-13,"sm.orders",3449
2014-10-14,"sm.orders",3732
2014-10-15,"sm.orders",3317
2014-10-16,"sm.orders",2854
2014-10-17,"sm.orders",4072
2014-10-18,"sm.orders",3825
2014-10-19,"sm.orders",3576
2014-10-20,"sm.orders",2867
2014-10-21,"sm.orders",3326
2014-10-22,"sm.orders",2876
2014-10-23,"sm.orders",3806
2014-10-24,"sm.orders",3522
2014-10-25,"sm.orders",4131
2014-10-26,"sm.orders",4016
2014-10-27,"sm.orders",3500
2014-10-28,"sm.orders",3330
2014-10-29,"sm.orders",2953
2014-10-30,"sm.orders",2925
2014-10-31,"sm.orders",3168
2014-11-01,"sm.orders",4293
2014-11-02,"sm.orders",6818
2014-11-03,"sm.orders",5279
2014-11-04,"sm.orders",4493
2014-11-05,"sm.orders",4504
2014-11-06,"sm.orders",3735
2014-11-07,"sm.orders",4398
2014-11-08,"sm.orders",4885
2014-11-09,"sm.orders",5049
2014-11-10,"sm.orders",4225
2014-11-11,"sm.orders",4521
2014-11-12,"sm.orders",4960
2014-11-13,"sm.orders",4240
2014-11-14,"sm.orders",4469
2014-11-15,"sm.orders",4989
2014-11-16,"sm.orders",5767
2014-11-17,"sm.orders",6138
2014-11-18,"sm.orders",6725
2014-11-19,"sm.orders",4607
2014-11-20,"sm.orders",11219
2014-11-21,"sm.orders",9631
2014-11-22,"sm.orders",11024
2014-11-23,"sm.orders",13360
2014-11-24,"sm.orders",25936
2014-11-25,"sm.orders",19169
2014-11-26,"sm.orders",20775
2014-11-27,"sm.orders",190944
2014-11-28,"sm.orders",114826
2014-11-29,"sm.orders",48700
2014-11-30,"sm.orders",29857
2014-12-01,"sm.orders",108411
2014-12-02,"sm.orders",13948
2014-12-03,"sm.orders",9914
2014-12-04,"sm.orders",10021
2014-12-05,"sm.orders",11994
2014-12-06,"sm.orders",16994
2014-12-07,"sm.orders",17637
2014-12-08,"sm.orders",15071
2014-12-09,"sm.orders",15201
2014-12-10,"sm.orders",13079
2014-12-11,"sm.orders",13948
2014-12-12,"sm.orders",16262
2014-12-13,"sm.orders",20382
2014-12-14,"sm.orders",19999
2014-12-15,"sm.orders",19472
2014-12-16,"sm.orders",17970
2014-12-17,"sm.orders",16125
2014-12-18,"sm.orders",18698
2014-12-19,"sm.orders",21262
2014-12-20,"sm.orders",24919
2014-12-21,"sm.orders",22567
2014-12-22,"sm.orders",20763
2014-12-23,"sm.orders",20802
2014-12-24,"sm.orders",19742
2014-12-25,"sm.orders",11040
2014-12-26,"sm.orders",19064
2014-12-27,"sm.orders",14167
2014-12-28,"sm.orders",9962
2014-12-29,"sm.orders",8486
2014-12-30,"sm.orders",8915
2014-12-31,"sm.orders",8063
2015-01-01,"sm.orders",9096
2015-01-02,"sm.orders",10347
2015-01-03,"sm.orders",12931
2015-01-04,"sm.orders",7516
2015-01-05,"sm.orders",5884
2015-01-06,"sm.orders",5030
2015-01-07,"sm.orders",5486
2015-01-08,"sm.orders",4722
2015-01-09,"sm.orders",5036
2015-01-10,"sm.orders",6470
2015-01-11,"sm.orders",6212
2015-01-12,"sm.orders",5777
2015-01-13,"sm.orders",5158
2015-01-14,"sm.orders",7182
2015-01-15,"sm.orders",5384
2015-01-16,"sm.orders",7179
2015-01-17,"sm.orders",6982
2015-01-18,"sm.orders",6701
2015-01-19,"sm.orders",5813
2015-01-20,"sm.orders",5389
2015-01-21,"sm.orders",5833
2015-01-22,"sm.orders",5610
2015-01-23,"sm.orders",6558
2015-01-24,"sm.orders",7540
2015-01-25,"sm.orders",7003
2015-01-26,"sm.orders",5335
2015-01-27,"sm.orders",7133
2015-01-28,"sm.orders",4577
2015-01-29,"sm.orders",3818
2015-01-30,"sm.orders",5669
2015-01-31,"sm.orders",6021
2015-02-01,"sm.orders",5425
2015-02-02,"sm.orders",4484
2015-02-03,"sm.orders",5012
2015-02-04,"sm.orders",4556
2015-02-05,"sm.orders",6149
2015-02-06,"sm.orders",6521
2015-02-07,"sm.orders",6862
2015-02-08,"sm.orders",6237
2015-02-09,"sm.orders",5845
2015-02-10,"sm.orders",5641
2015-02-11,"sm.orders",5927
2015-02-12,"sm.orders",5601
2015-02-13,"sm.orders",8693
2015-02-14,"sm.orders",8047
2015-02-15,"sm.orders",6709
2015-02-16,"sm.orders",6816
2015-02-17,"sm.orders",5575
2015-02-18,"sm.orders",6880
2015-02-19,"sm.orders",5258
2015-02-20,"sm.orders",5753
2015-02-21,"sm.orders",7930
2015-02-22,"sm.orders",5973
2015-02-23,"sm.orders",4961
2015-02-24,"sm.orders",5085
2015-02-25,"sm.orders",5290
2015-02-26,"sm.orders",4797
2015-02-27,"sm.orders",5149
2015-02-28,"sm.orders",5461
2015-03-01,"sm.orders",6017
2015-03-02,"sm.orders",5159
2015-03-03,"sm.orders",4335
2015-03-04,"sm.orders",4267
2015-03-05,"sm.orders",4757
2015-03-06,"sm.orders",5417
2015-03-07,"sm.orders",5084
2015-03-08,"sm.orders",5802
2015-03-09,"sm.orders",4632
2015-03-10,"sm.orders",4444
2015-03-11,"sm.orders",4584
2015-03-12,"sm.orders",5023
2015-03-13,"sm.orders",5886
2015-03-14,"sm.orders",5008
2015-03-15,"sm.orders",5199
2015-03-16,"sm.orders",4712
2015-03-17,"sm.orders",4471
2015-03-18,"sm.orders",6647
2015-03-19,"sm.orders",4983
2015-03-20,"sm.orders",4956
2015-03-21,"sm.orders",5452
2015-03-22,"sm.orders",5207
2015-03-23,"sm.orders",4758
2015-03-24,"sm.orders",6328
2015-03-25,"sm.orders",5221
2015-03-26,"sm.orders",4036
2015-03-27,"sm.orders",4496
2015-03-28,"sm.orders",4896
2015-03-29,"sm.orders",5459
2015-03-30,"sm.orders",4344
2015-03-31,"sm.orders",7521
2015-04-01,"sm.orders",5121
2015-04-02,"sm.orders",6867
2015-04-03,"sm.orders",6981
2015-04-04,"sm.orders",5695
2015-04-05,"sm.orders",7117
2015-04-06,"sm.orders",4267
2015-04-07,"sm.orders",5929
2015-04-08,"sm.orders",4192
2015-04-09,"sm.orders",3846
2015-04-10,"sm.orders",4069
2015-04-11,"sm.orders",5164
2015-04-12,"sm.orders",5254
2015-04-13,"sm.orders",4977
2015-04-14,"sm.orders",4909
2015-04-15,"sm.orders",5276
2015-04-16,"sm.orders",4088
2015-04-17,"sm.orders",4080
2015-04-18,"sm.orders",4411
2015-04-19,"sm.orders",6446
2015-04-20,"sm.orders",4044
2015-04-21,"sm.orders",4045
2015-04-22,"sm.orders",4480
2015-04-23,"sm.orders",4028
2015-04-24,"sm.orders",6157
2015-04-25,"sm.orders",5893
2015-04-26,"sm.orders",6563
2015-04-27,"sm.orders",5407
2015-04-28,"sm.orders",7488
2015-04-29,"sm.orders",5585
2015-04-30,"sm.orders",4114
2015-05-01,"sm.orders",4176
2015-05-02,"sm.orders",4259
2015-05-03,"sm.orders",4608
2015-05-04,"sm.orders",5566
2015-05-05,"sm.orders",4233
2015-05-06,"sm.orders",4733
2015-05-07,"sm.orders",4460
2015-05-08,"sm.orders",5107
2015-05-09,"sm.orders",6068
2015-05-10,"sm.orders",5490
2015-05-11,"sm.orders",4013
2015-05-12,"sm.orders",5329
2015-05-13,"sm.orders",3999
2015-05-14,"sm.orders",4170
2015-05-15,"sm.orders",4544
2015-05-16,"sm.orders",4912
2015-05-17,"sm.orders",5504
2015-05-18,"sm.orders",4449
2015-05-19,"sm.orders",6456
2015-05-20,"sm.orders",4931
2015-05-21,"sm.orders",4819
2015-05-22,"sm.orders",5543
2015-05-23,"sm.orders",5669
2015-05-24,"sm.orders",6012
2015-05-25,"sm.orders",8268
2015-05-26,"sm.orders",5269
2015-05-27,"sm.orders",5355
2015-05-28,"sm.orders",4185
2015-05-29,"sm.orders",4333
2015-05-30,"sm.orders",5471
2015-05-31,"sm.orders",6041
2015-06-01,"sm.orders",6348
2015-06-02,"sm.orders",5041
2015-06-03,"sm.orders",4802
2015-06-04,"sm.orders",4700
2015-06-05,"sm.orders",4560
2015-06-06,"sm.orders",5016
2015-06-07,"sm.orders",7613
2015-06-08,"sm.orders",5285
2015-06-09,"sm.orders",5449
2015-06-10,"sm.orders",6916
2015-06-11,"sm.orders",5355
2015-06-12,"sm.orders",4905
2015-06-13,"sm.orders",5518
2015-06-14,"sm.orders",6683
2015-06-15,"sm.orders",10059
2015-06-16,"sm.orders",8705
2015-06-17,"sm.orders",7461
2015-06-18,"sm.orders",5527
2015-06-19,"sm.orders",7842
2015-06-20,"sm.orders",6906
2015-06-21,"sm.orders",5974
2015-06-22,"sm.orders",5346
2015-06-23,"sm.orders",11754
2015-06-24,"sm.orders",5829
2015-06-25,"sm.orders",4590
2015-06-26,"sm.orders",4675
2015-06-27,"sm.orders",6032
2015-06-28,"sm.orders",5094
2015-06-29,"sm.orders",4688
2015-06-30,"sm.orders",5719
2015-07-01,"sm.orders",6621
2015-07-02,"sm.orders",5160
2015-07-03,"sm.orders",5944
2015-07-04,"sm.orders",5161
2015-07-05,"sm.orders",6274
2015-07-06,"sm.orders",5362
2015-07-07,"sm.orders",4450
2015-07-08,"sm.orders",5250
2015-07-09,"sm.orders",5490
2015-07-10,"sm.orders",4968
2015-07-11,"sm.orders",5296
2015-07-12,"sm.orders",5372
2015-07-13,"sm.orders",4839
2015-07-14,"sm.orders",43279
2015-07-15,"sm.orders",26204
2015-07-16,"sm.orders",5147
2015-07-17,"sm.orders",5453
2015-07-18,"sm.orders",5611
2015-07-19,"sm.orders",5521
2015-07-20,"sm.orders",5087
2015-07-21,"sm.orders",5604
2015-07-22,"sm.orders",4486
2015-07-23,"sm.orders",9972
2015-07-24,"sm.orders",10225
2015-07-25,"sm.orders",8484
2015-07-26,"sm.orders",5712
2015-07-27,"sm.orders",11788
2015-07-28,"sm.orders",5114
2015-07-29,"sm.orders",4354
2015-07-30,"sm.orders",7809
2015-07-31,"sm.orders",22403
2015-08-01,"sm.orders",15112
2015-08-02,"sm.orders",4963
2015-08-03,"sm.orders",10865
2015-08-04,"sm.orders",5234
2015-08-05,"sm.orders",4783
2015-08-06,"sm.orders",4642
2015-08-07,"sm.orders",5080
2015-08-08,"sm.orders",5606
2015-08-09,"sm.orders",7925
2015-08-10,"sm.orders",6576
2015-08-11,"sm.orders",5295
2015-08-12,"sm.orders",4742
2015-08-13,"sm.orders",5673
2015-08-14,"sm.orders",5580
2015-08-15,"sm.orders",6590
2015-08-16,"sm.orders",6316
2015-08-17,"sm.orders",5157
2015-08-18,"sm.orders",4941
2015-08-19,"sm.orders",5904
2015-08-20,"sm.orders",5177
2015-08-21,"sm.orders",5989
2015-08-22,"sm.orders",5590
2015-08-23,"sm.orders",5773
2015-08-24,"sm.orders",5703
2015-08-25,"sm.orders",6374
2015-08-26,"sm.orders",5361
2015-08-27,"sm.orders",6017
2015-08-28,"sm.orders",5843
2015-08-29,"sm.orders",5691
2015-08-30,"sm.orders",6156
2015-08-31,"sm.orders",4727
2015-09-01,"sm.orders",5515
2015-09-02,"sm.orders",4690
2015-09-03,"sm.orders",5619
2015-09-04,"sm.orders",9154
2015-09-05,"sm.orders",6164
2015-09-06,"sm.orders",6252
2015-09-07,"sm.orders",7451
2015-09-08,"sm.orders",5150
2015-09-09,"sm.orders",4395
2015-09-10,"sm.orders",5542
2015-09-11,"sm.orders",5717
2015-09-12,"sm.orders",6544
2015-09-13,"sm.orders",7140
2015-09-14,"sm.orders",5483
2015-09-15,"sm.orders",8515
2015-09-16,"sm.orders",5272
2015-09-17,"sm.orders",4852
2015-09-18,"sm.orders",5637
2015-09-19,"sm.orders",5841
2015-09-20,"sm.orders",5865
2015-09-21,"sm.orders",6639
2015-09-22,"sm.orders",7224
2015-09-23,"sm.orders",5727
2015-09-24,"sm.orders",5389
2015-09-25,"sm.orders",6038
2015-09-26,"sm.orders",6507
2015-09-27,"sm.orders",6423
2015-09-28,"sm.orders",5316
2015-09-29,"sm.orders",5228
2015-09-30,"sm.orders",6520
2015-10-01,"sm.orders",6088
2015-10-02,"sm.orders",7899
2015-10-03,"sm.orders",6723
2015-10-04,"sm.orders",7266
2015-10-05,"sm.orders",6045
2015-10-06,"sm.orders",5546
2015-10-07,"sm.orders",5451
2015-10-08,"sm.orders",6058
2015-10-09,"sm.orders",6505
2015-10-10,"sm.orders",6163
2015-10-11,"sm.orders",5588
2015-10-12,"sm.orders",5615
2015-10-13,"sm.orders",17359
2015-10-14,"sm.orders",5964
2015-10-15,"sm.orders",5574
2015-10-16,"sm.orders",5785
2015-10-17,"sm.orders",8313
2015-10-18,"sm.orders",9295
2015-10-19,"sm.orders",6954
2015-10-20,"sm.orders",9623
2015-10-21,"sm.orders",6900
2015-10-22,"sm.orders",5826
2015-10-23,"sm.orders",6091
2015-10-24,"sm.orders",6264
2015-10-25,"sm.orders",8155
2015-10-26,"sm.orders",7399
2015-10-27,"sm.orders",7769
2015-10-28,"sm.orders",6404
2015-10-29,"sm.orders",5833
2015-10-30,"sm.orders",6045
2015-10-31,"sm.orders",6273
2015-11-01,"sm.orders",8666
2015-11-02,"sm.orders",9135
2015-11-03,"sm.orders",7160
2015-11-04,"sm.orders",6821
2015-11-05,"sm.orders",8459
2015-11-06,"sm.orders",9403
2015-11-07,"sm.orders",11250
2015-11-08,"sm.orders",10805
2015-11-09,"sm.orders",8800
2015-11-10,"sm.orders",16285
2015-11-11,"sm.orders",12489
2015-11-12,"sm.orders",14355
2015-11-13,"sm.orders",11318
2015-11-14,"sm.orders",9871
2015-11-15,"sm.orders",9019
2015-11-16,"sm.orders",8357
2015-11-17,"sm.orders",8547
2015-11-18,"sm.orders",7222
2015-11-19,"sm.orders",13727
2015-11-20,"sm.orders",12690
2015-11-21,"sm.orders",12525
2013-03-31,"sm.revenue",680716.15
2013-04-01,"sm.revenue",311865.83
2013-04-02,"sm.revenue",225287.15
2013-04-03,"sm.revenue",263092.54
2013-04-04,"sm.revenue",252364.26
2013-04-05,"sm.revenue",264561.15
2013-04-06,"sm.revenue",261980.9
2013-04-07,"sm.revenue",234438.56
2013-04-08,"sm.revenue",241317
2013-04-09,"sm.revenue",241458.96
2013-04-10,"sm.revenue",214008.18
2013-04-11,"sm.revenue",246109.21
2013-04-12,"sm.revenue",214791.05
2013-04-13,"sm.revenue",229615.02
2013-04-14,"sm.revenue",250991.73
2013-04-15,"sm.revenue",196726.08
2013-04-16,"sm.revenue",182407.77
2013-04-17,"sm.revenue",218275.27
2013-04-18,"sm.revenue",215410.01
2013-04-19,"sm.revenue",39716.51
2013-04-20,"sm.revenue",31900.27
2013-04-21,"sm.revenue",29089.49
2013-04-22,"sm.revenue",28054.79
2013-04-23,"sm.revenue",40506.01
2013-04-24,"sm.revenue",286269.35
2013-04-25,"sm.revenue",278013.13
2013-04-26,"sm.revenue",365637.17
2013-04-27,"sm.revenue",364872.31
2013-04-28,"sm.revenue",301323.62
2013-04-29,"sm.revenue",272859.57
2013-04-30,"sm.revenue",282271.71
2013-05-01,"sm.revenue",321550.85
2013-05-02,"sm.revenue",296013.65
2013-05-03,"sm.revenue",314054.05
2013-05-04,"sm.revenue",374469.22
2013-05-05,"sm.revenue",339960.7
2013-05-06,"sm.revenue",335298.97
2013-05-07,"sm.revenue",360690.87
2013-05-08,"sm.revenue",364612.12
2013-05-09,"sm.revenue",373390.68
2013-05-10,"sm.revenue",366237.48
2013-05-11,"sm.revenue",513667.28
2013-05-12,"sm.revenue",406631.07
2013-05-13,"sm.revenue",291493.18
2013-05-14,"sm.revenue",271256.78
2013-05-15,"sm.revenue",305735.79
2013-05-16,"sm.revenue",265512.26
2013-05-17,"sm.revenue",337136.24
2013-05-18,"sm.revenue",403980.92
2013-05-19,"sm.revenue",506440.95
2013-05-20,"sm.revenue",350143.15
2013-05-21,"sm.revenue",345022.87
2013-05-22,"sm.revenue",304631.53
2013-05-23,"sm.revenue",346450.74
2013-05-24,"sm.revenue",385505.95
2013-05-25,"sm.revenue",422894.07
2013-05-26,"sm.revenue",473429.91
2013-05-27,"sm.revenue",550165.7
2013-05-28,"sm.revenue",328477.83
2013-05-29,"sm.revenue",290428.95
2013-05-30,"sm.revenue",309906.24
2013-05-31,"sm.revenue",372125.25
2013-06-01,"sm.revenue",462072.79
2013-06-02,"sm.revenue",327745.74
2013-06-03,"sm.revenue",281396.45
2013-06-04,"sm.revenue",352860.51
2013-06-05,"sm.revenue",365912.13
2013-06-06,"sm.revenue",369863.64
2013-06-07,"sm.revenue",374572.33
2013-06-08,"sm.revenue",392866.32
2013-06-09,"sm.revenue",388045.32
2013-06-10,"sm.revenue",962078.49
2013-06-11,"sm.revenue",1222329.11
2013-06-12,"sm.revenue",854324.33
2013-06-13,"sm.revenue",689651.62
2013-06-14,"sm.revenue",655992.34
2013-06-15,"sm.revenue",612260.6
2013-06-16,"sm.revenue",578753.52
2013-06-17,"sm.revenue",368600.2
2013-06-18,"sm.revenue",405314.54
2013-06-19,"sm.revenue",422609.88
2013-06-20,"sm.revenue",394212.32
2013-06-21,"sm.revenue",366147.81
2013-06-22,"sm.revenue",415978.12
2013-06-23,"sm.revenue",427417.79
2013-06-24,"sm.revenue",424158.42
2013-06-25,"sm.revenue",358605.57
2013-06-26,"sm.revenue",349110.89
2013-06-27,"sm.revenue",314345.33
2013-06-28,"sm.revenue",368835.02
2013-06-29,"sm.revenue",432487.79
2013-06-30,"sm.revenue",460313.12
2013-07-01,"sm.revenue",394848.34
2013-07-02,"sm.revenue",465369.86
2013-07-03,"sm.revenue",546804.57
2013-07-04,"sm.revenue",514064.41
2013-07-05,"sm.revenue",519497.9
2013-07-06,"sm.revenue",489265.73
2013-07-07,"sm.revenue",392965.14
2013-07-08,"sm.revenue",345295.82
2013-07-09,"sm.revenue",375370.07
2013-07-10,"sm.revenue",344828.72
2013-07-11,"sm.revenue",323830.77
2013-07-12,"sm.revenue",345762.84
2013-07-13,"sm.revenue",397782.37
2013-07-14,"sm.revenue",393905.56
2013-07-15,"sm.revenue",401904.77
2013-07-16,"sm.revenue",429022.68
2013-07-17,"sm.revenue",390724.01
2013-07-18,"sm.revenue",503673.85
2013-07-19,"sm.revenue",401570.1
2013-07-20,"sm.revenue",505382.4
2013-07-21,"sm.revenue",430992.36
2013-07-22,"sm.revenue",411975.82
2013-07-23,"sm.revenue",407249.86
2013-07-24,"sm.revenue",476680.12
2013-07-25,"sm.revenue",467866.05
2013-07-26,"sm.revenue",1017497.58
2013-07-27,"sm.revenue",837287.49
2013-07-28,"sm.revenue",448034.05
2013-07-29,"sm.revenue",359059.18
2013-07-30,"sm.revenue",415806.83
2013-07-31,"sm.revenue",460503.01
2013-08-01,"sm.revenue",458571.98
2013-08-02,"sm.revenue",599736.66
2013-08-03,"sm.revenue",678568.57
2013-08-04,"sm.revenue",541982.95
2013-08-05,"sm.revenue",350183.96
2013-08-06,"sm.revenue",362257.95
2013-08-07,"sm.revenue",352843.49
2013-08-08,"sm.revenue",387749.26
2013-08-09,"sm.revenue",409013.2
2013-08-10,"sm.revenue",510645.29
2013-08-11,"sm.revenue",462290.94
2013-08-12,"sm.revenue",339425.39
2013-08-13,"sm.revenue",348223.32
2013-08-14,"sm.revenue",355044.19
2013-08-15,"sm.revenue",430905.42
2013-08-16,"sm.revenue",498849.4
2013-08-17,"sm.revenue",505285.29
2013-08-18,"sm.revenue",412416.46
2013-08-19,"sm.revenue",414787.39
2013-08-20,"sm.revenue",497335.89
2013-08-21,"sm.revenue",527827.96
2013-08-22,"sm.revenue",634750.89
2013-08-23,"sm.revenue",461432.83
2013-08-24,"sm.revenue",426747.44
2013-08-25,"sm.revenue",526216.95
2013-08-26,"sm.revenue",525527.41
2013-08-27,"sm.revenue",513995.83
2013-08-28,"sm.revenue",433162.88
2013-08-29,"sm.revenue",371116.35
2013-08-30,"sm.revenue",516346.37
2013-08-31,"sm.revenue",510582.49
2013-09-01,"sm.revenue",520814.23
2013-09-02,"sm.revenue",717456.71
2013-09-03,"sm.revenue",419957.57
2013-09-04,"sm.revenue",477870.58
2013-09-05,"sm.revenue",450174.45
2013-09-06,"sm.revenue",538069.39
2013-09-07,"sm.revenue",532513.73
2013-09-08,"sm.revenue",445547.35
2013-09-09,"sm.revenue",406842.54
2013-09-10,"sm.revenue",403510.45
2013-09-11,"sm.revenue",69590.1
2013-09-12,"sm.revenue",28438.28
2013-09-13,"sm.revenue",50970.4
2013-09-14,"sm.revenue",67464.84
2013-09-15,"sm.revenue",42978.61
2013-09-16,"sm.revenue",41171.26
2013-09-17,"sm.revenue",36867.89
2013-09-18,"sm.revenue",78250.67
2013-09-19,"sm.revenue",33806
2013-09-20,"sm.revenue",88881.87
2013-09-21,"sm.revenue",37358.45
2013-09-22,"sm.revenue",36754.22
2013-09-23,"sm.revenue",30653.98
2013-09-24,"sm.revenue",39956
2013-09-25,"sm.revenue",359844.54
2013-09-26,"sm.revenue",292105.52
2013-09-27,"sm.revenue",429382.16
2013-09-28,"sm.revenue",421270.37
2013-09-29,"sm.revenue",324409.86
2013-09-30,"sm.revenue",277804.84
2013-10-01,"sm.revenue",342119.44
2013-10-02,"sm.revenue",326391.53
2013-10-03,"sm.revenue",315786.2
2013-10-04,"sm.revenue",351775.36
2013-10-05,"sm.revenue",361008.29
2013-10-06,"sm.revenue",353644.99
2013-10-07,"sm.revenue",310748.85
2013-10-08,"sm.revenue",322665.74
2013-10-09,"sm.revenue",316521.8
2013-10-10,"sm.revenue",398120.56
2013-10-11,"sm.revenue",386713.23
2013-10-12,"sm.revenue",408847.97
2013-10-13,"sm.revenue",527625.18
2013-10-14,"sm.revenue",995537.94
2013-10-15,"sm.revenue",715965.71
2013-10-16,"sm.revenue",728326.38
2013-10-17,"sm.revenue",603328.93
2013-10-18,"sm.revenue",378674.54
2013-10-19,"sm.revenue",353206.52
2013-10-20,"sm.revenue",406114.22
2013-10-21,"sm.revenue",373953.98
2013-10-22,"sm.revenue",431449.44
2013-10-23,"sm.revenue",363992.36
2013-10-24,"sm.revenue",390716.06
2013-10-25,"sm.revenue",425573.01
2013-10-26,"sm.revenue",520328.77
2013-10-27,"sm.revenue",411380.81
2013-10-28,"sm.revenue",355742.31
2013-10-29,"sm.revenue",388703.05
2013-10-30,"sm.revenue",355969.48
2013-10-31,"sm.revenue",371335.35
2013-11-01,"sm.revenue",637510.56
2013-11-02,"sm.revenue",705781.93
2013-11-03,"sm.revenue",562684.77
2013-11-04,"sm.revenue",538689.9
2013-11-05,"sm.revenue",517275.26
2013-11-06,"sm.revenue",426195.42
2013-11-07,"sm.revenue",515840.1
2013-11-08,"sm.revenue",504498.79
2013-11-09,"sm.revenue",519382.72
2013-11-10,"sm.revenue",570111.55
2013-11-11,"sm.revenue",440193.36
2013-11-12,"sm.revenue",522515.66
2013-11-13,"sm.revenue",502901.24
2013-11-14,"sm.revenue",458770.26
2013-11-15,"sm.revenue",586627.38
2013-11-16,"sm.revenue",774872.64
2013-11-17,"sm.revenue",565570.76
2013-11-18,"sm.revenue",462745.7
2013-11-19,"sm.revenue",497606.32
2013-11-20,"sm.revenue",847800.62
2013-11-21,"sm.revenue",602248.76
2013-11-22,"sm.revenue",1252684.59
2013-11-23,"sm.revenue",822634.32
2013-11-24,"sm.revenue",1809563
2013-11-25,"sm.revenue",3329541.56
2013-11-26,"sm.revenue",3764847.99
2013-11-27,"sm.revenue",4108924.65
2013-11-28,"sm.revenue",22772321.2
2013-11-29,"sm.revenue",13477856.52
2013-11-30,"sm.revenue",6729290.9
2013-12-01,"sm.revenue",3015883.5
2013-12-02,"sm.revenue",10171160.62
2013-12-03,"sm.revenue",1940445.52
2013-12-04,"sm.revenue",1960227.77
2013-12-05,"sm.revenue",2160687.55
2013-12-06,"sm.revenue",1710968
2013-12-07,"sm.revenue",1598547.63
2013-12-08,"sm.revenue",1452056.95
2013-12-09,"sm.revenue",2369121.11
2013-12-10,"sm.revenue",1542898.04
2013-12-11,"sm.revenue",1896211.68
2013-12-12,"sm.revenue",2110002.7
2013-12-13,"sm.revenue",1966250.3
2013-12-14,"sm.revenue",2346687.25
2013-12-15,"sm.revenue",2195383.62
2013-12-16,"sm.revenue",4314287.57
2013-12-17,"sm.revenue",1813240.26
2013-12-18,"sm.revenue",2171119.46
2013-12-19,"sm.revenue",2231648.12
2013-12-20,"sm.revenue",2398387.36
2013-12-21,"sm.revenue",2394723.72
2013-12-22,"sm.revenue",2491079.2
2013-12-23,"sm.revenue",2425240.57
2013-12-24,"sm.revenue",2057416.54
2013-12-25,"sm.revenue",2155481.83
2013-12-26,"sm.revenue",1736019.83
2013-12-27,"sm.revenue",1430078.99
2013-12-28,"sm.revenue",1250092.35
2013-12-29,"sm.revenue",772291.22
2013-12-30,"sm.revenue",814611.1
2013-12-31,"sm.revenue",863687.13
2014-01-01,"sm.revenue",1124470.38
2014-01-02,"sm.revenue",1013150.19
2014-01-03,"sm.revenue",944962.26
2014-01-04,"sm.revenue",1021063.91
2014-01-05,"sm.revenue",722005.32
2014-01-06,"sm.revenue",573264.05
2014-01-07,"sm.revenue",635594.49
2014-01-08,"sm.revenue",592122.63
2014-01-09,"sm.revenue",573040.99
2014-01-10,"sm.revenue",632577.16
2014-01-11,"sm.revenue",661982.1
2014-01-12,"sm.revenue",551971.68
2014-01-13,"sm.revenue",551169.31
2014-01-14,"sm.revenue",542021.14
2014-01-15,"sm.revenue",631998.73
2014-01-16,"sm.revenue",546983.84
2014-01-17,"sm.revenue",555591.52
2014-01-18,"sm.revenue",695188.15
2014-01-19,"sm.revenue",612422.78
2014-01-20,"sm.revenue",575246.13
2014-01-21,"sm.revenue",477802.42
2014-01-22,"sm.revenue",527521.14
2014-01-23,"sm.revenue",749621.29
2014-01-24,"sm.revenue",1199525.69
2014-01-25,"sm.revenue",1040560.61
2014-01-26,"sm.revenue",790638.87
2014-01-27,"sm.revenue",627812.26
2014-01-28,"sm.revenue",660540.43
2014-01-29,"sm.revenue",541537.6
2014-01-30,"sm.revenue",509233.43
2014-01-31,"sm.revenue",882542.55
2014-02-01,"sm.revenue",1014221.9
2014-02-02,"sm.revenue",588232.9
2014-02-03,"sm.revenue",441577.86
2014-02-04,"sm.revenue",492271.76
2014-02-05,"sm.revenue",443944.62
2014-02-06,"sm.revenue",606050.91
2014-02-07,"sm.revenue",755913.56
2014-02-08,"sm.revenue",839479.08
2014-02-09,"sm.revenue",753793.31
2014-02-10,"sm.revenue",763799.11
2014-02-11,"sm.revenue",728375.97
2014-02-12,"sm.revenue",900633.9
2014-02-13,"sm.revenue",812894.24
2014-02-14,"sm.revenue",855696.57
