"dt","k","v"
2014-09-01,"lg.orders",43771
2014-09-02,"lg.orders",33866
2014-09-03,"lg.orders",28186
2014-09-04,"lg.orders",28392
2014-09-05,"lg.orders",31387
2014-09-06,"lg.orders",29420
2014-09-07,"lg.orders",26116
2014-09-08,"lg.orders",29253
2014-09-09,"lg.orders",28604
2014-09-10,"lg.orders",24610
2014-09-11,"lg.orders",23531
2014-09-12,"lg.orders",29253
2014-09-13,"lg.orders",24909
2014-09-14,"lg.orders",25404
2014-09-15,"lg.orders",28249
2014-09-16,"lg.orders",25605
2014-09-17,"lg.orders",21732
2014-09-18,"lg.orders",32633
2014-09-19,"lg.orders",24829
2014-09-20,"lg.orders",22816
2014-09-21,"lg.orders",21805
2014-09-22,"lg.orders",26736
2014-09-23,"lg.orders",24271
2014-09-24,"lg.orders",25459
2014-09-25,"lg.orders",24438
2014-09-26,"lg.orders",25697
2014-09-27,"lg.orders",21045
2014-09-28,"lg.orders",23741
2014-09-29,"lg.orders",26661
2014-09-30,"lg.orders",28107
2014-10-01,"lg.orders",26087
2014-10-02,"lg.orders",24682
2014-10-03,"lg.orders",24516
2014-10-04,"lg.orders",21148
2014-10-05,"lg.orders",22940
2014-10-06,"lg.orders",24771
2014-10-07,"lg.orders",26806
2014-10-08,"lg.orders",24026
2014-10-09,"lg.orders",25353
2014-10-10,"lg.orders",22218
2014-10-11,"lg.orders",21082
2014-10-12,"lg.orders",22513
2014-10-13,"lg.orders",24595
2014-10-14,"lg.orders",24044
2014-10-15,"lg.orders",22437
2014-10-16,"lg.orders",21914
2014-10-17,"lg.orders",26894
2014-10-18,"lg.orders",21248
2014-10-19,"lg.orders",21594
2014-10-20,"lg.orders",23892
2014-10-21,"lg.orders",24815
2014-10-22,"lg.orders",23289
2014-10-23,"lg.orders",23394
2014-10-24,"lg.orders",24180
2014-10-25,"lg.orders",22965
2014-10-26,"lg.orders",23449
2014-10-27,"lg.orders",26911
2014-10-28,"lg.orders",25097
2014-10-29,"lg.orders",24103
2014-10-30,"lg.orders",23094
2014-10-31,"lg.orders",22815
2014-11-01,"lg.orders",25069
2014-11-02,"lg.orders",34440
2014-11-03,"lg.orders",33660
2014-11-04,"lg.orders",30828
2014-11-05,"lg.orders",30640
2014-11-06,"lg.orders",27998
2014-11-07,"lg.orders",29256
2014-11-08,"lg.orders",27557
2014-11-09,"lg.orders",31076
2014-11-10,"lg.orders",33027
2014-11-11,"lg.orders",25621
2014-11-12,"lg.orders",34338
2014-11-13,"lg.orders",31708
2014-11-14,"lg.orders",32534
2014-11-15,"lg.orders",32324
2014-11-16,"lg.orders",36494
2014-11-17,"lg.orders",45774
2014-11-18,"lg.orders",42029
2014-11-19,"lg.orders",36343
2014-11-20,"lg.orders",64629
2014-11-21,"lg.orders",54899
2014-11-22,"lg.orders",53395
2014-11-23,"lg.orders",72849
2014-11-24,"lg.orders",138955
2014-11-25,"lg.orders",101035
2014-11-26,"lg.orders",107218
2014-11-27,"lg.orders",612428
2014-11-28,"lg.orders",423132
2014-11-29,"lg.orders",190925
2014-11-30,"lg.orders",133636
2014-12-01,"lg.orders",535576
2014-12-02,"lg.orders",82489
2014-12-03,"lg.orders",65421
2014-12-04,"lg.orders",66113
2014-12-05,"lg.orders",71854
2014-12-06,"lg.orders",80176
2014-12-07,"lg.orders",100559
2014-12-08,"lg.orders",105153
2014-12-09,"lg.orders",100316
2014-12-10,"lg.orders",90544
2014-12-11,"lg.orders",94001
2014-12-12,"lg.orders",95148
2014-12-13,"lg.orders",101271
2014-12-14,"lg.orders",112003
2014-12-15,"lg.orders",129810
2014-12-16,"lg.orders",115549
2014-12-17,"lg.orders",104012
2014-12-18,"lg.orders",105291
2014-12-19,"lg.orders",102222
2014-12-20,"lg.orders",98165
2014-12-21,"lg.orders",92514
2014-12-22,"lg.orders",97843
2014-12-23,"lg.orders",85198
2014-12-24,"lg.orders",67629
2014-12-25,"lg.orders",40396
2014-12-26,"lg.orders",72674
2014-12-27,"lg.orders",57014
2014-12-28,"lg.orders",45798
2014-12-29,"lg.orders",47702
2014-12-30,"lg.orders",44561
2014-12-31,"lg.orders",39449
2015-01-01,"lg.orders",35701
2015-01-02,"lg.orders",45731
2015-01-03,"lg.orders",46861
2015-01-04,"lg.orders",35930
2015-01-05,"lg.orders",36451
2015-01-06,"lg.orders",34622
2015-01-07,"lg.orders",35024
2015-01-08,"lg.orders",31008
2015-01-09,"lg.orders",30887
2015-01-10,"lg.orders",32156
2015-01-11,"lg.orders",31751
2015-01-12,"lg.orders",35774
2015-01-13,"lg.orders",32704
2015-01-14,"lg.orders",32837
2015-01-15,"lg.orders",32841
2015-01-16,"lg.orders",35900
2015-01-17,"lg.orders",31592
2015-01-18,"lg.orders",31196
2015-01-19,"lg.orders",33842
2015-01-20,"lg.orders",30884
2015-01-21,"lg.orders",34289
2015-01-22,"lg.orders",31693
2015-01-23,"lg.orders",33334
2015-01-24,"lg.orders",35528
2015-01-25,"lg.orders",33522
2015-01-26,"lg.orders",31949
2015-01-27,"lg.orders",35889
2015-01-28,"lg.orders",28714
2015-01-29,"lg.orders",27745
2015-01-30,"lg.orders",33268
2015-01-31,"lg.orders",31788
2015-02-01,"lg.orders",27984
2015-02-02,"lg.orders",29965
2015-02-03,"lg.orders",31403
2015-02-04,"lg.orders",28263
2015-02-05,"lg.orders",34012
2015-02-06,"lg.orders",33937
2015-02-07,"lg.orders",33518
2015-02-08,"lg.orders",32697
2015-02-09,"lg.orders",36040
2015-02-10,"lg.orders",32686
2015-02-11,"lg.orders",31873
2015-02-12,"lg.orders",31835
2015-02-13,"lg.orders",40726
2015-02-14,"lg.orders",32738
2015-02-15,"lg.orders",32385
2015-02-16,"lg.orders",39285
2015-02-17,"lg.orders",32274
2015-02-18,"lg.orders",36672
2015-02-19,"lg.orders",31897
2015-02-20,"lg.orders",32618
2015-02-21,"lg.orders",39355
2015-02-22,"lg.orders",28400
2015-02-23,"lg.orders",30056
2015-02-24,"lg.orders",29496
2015-02-25,"lg.orders",29965
2015-02-26,"lg.orders",27157
2015-02-27,"lg.orders",27266
2015-02-28,"lg.orders",27152
2015-03-01,"lg.orders",29671
2015-03-02,"lg.orders",31702
2015-03-03,"lg.orders",26955
2015-03-04,"lg.orders",25988
2015-03-05,"lg.orders",27796
2015-03-06,"lg.orders",28612
2015-03-07,"lg.orders",24740
2015-03-08,"lg.orders",27219
2015-03-09,"lg.orders",30497
2015-03-10,"lg.orders",29529
2015-03-11,"lg.orders",27991
2015-03-12,"lg.orders",29900
2015-03-13,"lg.orders",30759
2015-03-14,"lg.orders",25341
2015-03-15,"lg.orders",26822
2015-03-16,"lg.orders",29338
2015-03-17,"lg.orders",26791
2015-03-18,"lg.orders",34967
2015-03-19,"lg.orders",28208
2015-03-20,"lg.orders",27761
2015-03-21,"lg.orders",27089
2015-03-22,"lg.orders",26376
2015-03-23,"lg.orders",30356
2015-03-24,"lg.orders",33509
2015-03-25,"lg.orders",29667
2015-03-26,"lg.orders",24568
2015-03-27,"lg.orders",25921
2015-03-28,"lg.orders",23957
2015-03-29,"lg.orders",26680
2015-03-30,"lg.orders",28322
2015-03-31,"lg.orders",36729
2015-04-01,"lg.orders",30415
2015-04-02,"lg.orders",33134
2015-04-03,"lg.orders",33334
2015-04-04,"lg.orders",26027
2015-04-05,"lg.orders",30866
2015-04-06,"lg.orders",26166
2015-04-07,"lg.orders",29456
2015-04-08,"lg.orders",25879
2015-04-09,"lg.orders",24235
2015-04-10,"lg.orders",23634
2015-04-11,"lg.orders",22135
2015-04-12,"lg.orders",24102
2015-04-13,"lg.orders",29028
2015-04-14,"lg.orders",26784
2015-04-15,"lg.orders",29987
2015-04-16,"lg.orders",24242
2015-04-17,"lg.orders",23626
2015-04-18,"lg.orders",20386
2015-04-19,"lg.orders",27997
2015-04-20,"lg.orders",26200
2015-04-21,"lg.orders",25712
2015-04-22,"lg.orders",28397
2015-04-23,"lg.orders",25021
2015-04-24,"lg.orders",32385
2015-04-25,"lg.orders",24526
2015-04-26,"lg.orders",29100
2015-04-27,"lg.orders",31473
2015-04-28,"lg.orders",36849
2015-04-29,"lg.orders",29158
2015-04-30,"lg.orders",23681
2015-05-01,"lg.orders",22843
2015-05-02,"lg.orders",18892
2015-05-03,"lg.orders",23118
2015-05-04,"lg.orders",29804
2015-05-05,"lg.orders",26574
2015-05-06,"lg.orders",28886
2015-05-07,"lg.orders",27868
2015-05-08,"lg.orders",26303
2015-05-09,"lg.orders",25385
2015-05-10,"lg.orders",21832
2015-05-11,"lg.orders",25634
2015-05-12,"lg.orders",30429
2015-05-13,"lg.orders",24869
2015-05-14,"lg.orders",24454
2015-05-15,"lg.orders",25816
2015-05-16,"lg.orders",22828
2015-05-17,"lg.orders",27246
2015-05-18,"lg.orders",27413
2015-05-19,"lg.orders",34101
2015-05-20,"lg.orders",28937
2015-05-21,"lg.orders",30060
2015-05-22,"lg.orders",28342
2015-05-23,"lg.orders",24648
2015-05-24,"lg.orders",26092
2015-05-25,"lg.orders",39188
2015-05-26,"lg.orders",28980
2015-05-27,"lg.orders",28729
2015-05-28,"lg.orders",24128
2015-05-29,"lg.orders",24530
2015-05-30,"lg.orders",23719
2015-05-31,"lg.orders",26865
2015-06-01,"lg.orders",31834
2015-06-02,"lg.orders",24690
2015-06-03,"lg.orders",17453
2015-06-04,"lg.orders",17360
2015-06-05,"lg.orders",24203
2015-06-06,"lg.orders",21298
2015-06-07,"lg.orders",27382
2015-06-08,"lg.orders",29464
2015-06-09,"lg.orders",30020
2015-06-10,"lg.orders",36076
2015-06-11,"lg.orders",27073
2015-06-12,"lg.orders",25592
2015-06-13,"lg.orders",23787
2015-06-14,"lg.orders",27836
2015-06-15,"lg.orders",41652
2015-06-16,"lg.orders",36433
2015-06-17,"lg.orders",36040
2015-06-18,"lg.orders",29780
2015-06-19,"lg.orders",32651
2015-06-20,"lg.orders",26193
2015-06-21,"lg.orders",24643
2015-06-22,"lg.orders",29387
2015-06-23,"lg.orders",40682
2015-06-24,"lg.orders",28044
2015-06-25,"lg.orders",26210
2015-06-26,"lg.orders",24823
2015-06-27,"lg.orders",24564
2015-06-28,"lg.orders",23375
2015-06-29,"lg.orders",25187
2015-06-30,"lg.orders",31020
2015-07-01,"lg.orders",31164
2015-07-02,"lg.orders",26086
2015-07-03,"lg.orders",25990
2015-07-04,"lg.orders",22450
2015-07-05,"lg.orders",27768
2015-07-06,"lg.orders",31518
2015-07-07,"lg.orders",26490
2015-07-08,"lg.orders",27869
2015-07-09,"lg.orders",27332
2015-07-10,"lg.orders",24066
2015-07-11,"lg.orders",20886
2015-07-12,"lg.orders",21844
2015-07-13,"lg.orders",26512
2015-07-14,"lg.orders",46631
2015-07-15,"lg.orders",34880
2015-07-16,"lg.orders",27504
2015-07-17,"lg.orders",26379
2015-07-18,"lg.orders",23167
2015-07-19,"lg.orders",23838
2015-07-20,"lg.orders",27960
2015-07-21,"lg.orders",29006
2015-07-22,"lg.orders",25219
2015-07-23,"lg.orders",42393
2015-07-24,"lg.orders",47013
2015-07-25,"lg.orders",32057
2015-07-26,"lg.orders",24805
2015-07-27,"lg.orders",52034
2015-07-28,"lg.orders",27141
2015-07-29,"lg.orders",24642
2015-07-30,"lg.orders",26239
2015-07-31,"lg.orders",36352
2015-08-01,"lg.orders",25570
2015-08-02,"lg.orders",25201
2015-08-03,"lg.orders",45095
2015-08-04,"lg.orders",30789
2015-08-05,"lg.orders",28755
2015-08-06,"lg.orders",27746
2015-08-07,"lg.orders",28408
2015-08-08,"lg.orders",26129
2015-08-09,"lg.orders",34111
2015-08-10,"lg.orders",38805
2015-08-11,"lg.orders",32087
2015-08-12,"lg.orders",29356
2015-08-13,"lg.orders",34560
2015-08-14,"lg.orders",32512
2015-08-15,"lg.orders",32275
2015-08-16,"lg.orders",33041
2015-08-17,"lg.orders",33465
2015-08-18,"lg.orders",32895
2015-08-19,"lg.orders",33543
2015-08-20,"lg.orders",31466
2015-08-21,"lg.orders",36014
2015-08-22,"lg.orders",27285
2015-08-23,"lg.orders",30606
2015-08-24,"lg.orders",33856
2015-08-25,"lg.orders",35514
2015-08-26,"lg.orders",31252
2015-08-27,"lg.orders",35302
2015-08-28,"lg.orders",31265
2015-08-29,"lg.orders",28552
2015-08-30,"lg.orders",30094
2015-08-31,"lg.orders",33063
2015-09-01,"lg.orders",33132
2015-09-02,"lg.orders",29155
2015-09-03,"lg.orders",32201
2015-09-04,"lg.orders",42455
2015-09-05,"lg.orders",27988
2015-09-06,"lg.orders",29414
2015-09-07,"lg.orders",38170
2015-09-08,"lg.orders",30389
2015-09-09,"lg.orders",26204
2015-09-10,"lg.orders",35102
2015-09-11,"lg.orders",29340
2015-09-12,"lg.orders",28739
2015-09-13,"lg.orders",29889
2015-09-14,"lg.orders",31033
2015-09-15,"lg.orders",38508
2015-09-16,"lg.orders",28705
2015-09-17,"lg.orders",26455
2015-09-18,"lg.orders",27651
2015-09-19,"lg.orders",24302
2015-09-20,"lg.orders",25510
2015-09-21,"lg.orders",32639
2015-09-22,"lg.orders",37093
2015-09-23,"lg.orders",30444
2015-09-24,"lg.orders",28459
2015-09-25,"lg.orders",28849
2015-09-26,"lg.orders",25662
2015-09-27,"lg.orders",26615
2015-09-28,"lg.orders",30997
2015-09-29,"lg.orders",29144
2015-09-30,"lg.orders",33235
2015-10-01,"lg.orders",30794
2015-10-02,"lg.orders",33542
2015-10-03,"lg.orders",26735
2015-10-04,"lg.orders",29237
2015-10-05,"lg.orders",31947
2015-10-06,"lg.orders",29467
2015-10-07,"lg.orders",29359
2015-10-08,"lg.orders",29880
2015-10-09,"lg.orders",30040
2015-10-10,"lg.orders",23501
2015-10-11,"lg.orders",24354
2015-10-12,"lg.orders",31659
2015-10-13,"lg.orders",50746
2015-10-14,"lg.orders",30134
2015-10-15,"lg.orders",27885
2015-10-16,"lg.orders",26851
2015-10-17,"lg.orders",29762
2015-10-18,"lg.orders",33488
2015-10-19,"lg.orders",33389
2015-10-20,"lg.orders",41119
2015-10-21,"lg.orders",33268
2015-10-22,"lg.orders",29643
2015-10-23,"lg.orders",28542
2015-10-24,"lg.orders",25142
2015-10-25,"lg.orders",29513
2015-10-26,"lg.orders",34923
2015-10-27,"lg.orders",34184
2015-10-28,"lg.orders",31372
2015-10-29,"lg.orders",30083
2015-10-30,"lg.orders",28612
2015-10-31,"lg.orders",24927
2015-11-01,"lg.orders",33385
2015-11-02,"lg.orders",38379
2015-11-03,"lg.orders",35035
2015-11-04,"lg.orders",33913
2015-11-05,"lg.orders",36803
2015-11-06,"lg.orders",37425
2015-11-07,"lg.orders",36687
2015-11-08,"lg.orders",36411
2015-11-09,"lg.orders",42350
2015-11-10,"lg.orders",56384
2015-11-11,"lg.orders",47290
2015-11-12,"lg.orders",50734
2015-11-13,"lg.orders",41871
2015-11-14,"lg.orders",33454
2015-11-15,"lg.orders",35625
2015-11-16,"lg.orders",40849
2015-11-17,"lg.orders",37995
2015-11-18,"lg.orders",34892
2015-11-19,"lg.orders",54027
2015-11-20,"lg.orders",50906
2015-11-21,"lg.orders",43463
2013-03-31,"lg.revenue",7458786.69
2013-04-01,"lg.revenue",5690637.38
2013-04-02,"lg.revenue",4638404.57
2013-04-03,"lg.revenue",4550150.37
2013-04-04,"lg.revenue",4643103.5
2013-04-05,"lg.revenue",4550720.19
2013-04-06,"lg.revenue",4002385.87
2013-04-07,"lg.revenue",3724598.65
2013-04-08,"lg.revenue",4301663.09
2013-04-09,"lg.revenue",4347941.09
2013-04-10,"lg.revenue",4517237.48
2013-04-11,"lg.revenue",4021314.08
2013-04-12,"lg.revenue",4441199.1
2013-04-13,"lg.revenue",3584063.46
2013-04-14,"lg.revenue",3892475.23
2013-04-15,"lg.revenue",4556059.31
2013-04-16,"lg.revenue",4355123.47
2013-04-17,"lg.revenue",4296726.15
2013-04-18,"lg.revenue",4052553.45
2013-04-19,"lg.revenue",3775201.18
2013-04-20,"lg.revenue",3432036.66
2013-04-21,"lg.revenue",3834842.31
2013-04-22,"lg.revenue",4220834.53
2013-04-23,"lg.revenue",4244665.36
2013-04-24,"lg.revenue",4281291.35
2013-04-25,"lg.revenue",4253552.11
2013-04-26,"lg.revenue",4556186.33
2013-04-27,"lg.revenue",4118663.17
2013-04-28,"lg.revenue",3591230.21
2013-04-29,"lg.revenue",4235676.79
2013-04-30,"lg.revenue",4298671.31
2013-05-01,"lg.revenue",4124230.92
2013-05-02,"lg.revenue",4310447.28
2013-05-03,"lg.revenue",4556231.37
2013-05-04,"lg.revenue",3990035.75
2013-05-05,"lg.revenue",3803774.45
2013-05-06,"lg.revenue",4854171.58
2013-05-07,"lg.revenue",4940738.45
2013-05-08,"lg.revenue",4824185.98
2013-05-09,"lg.revenue",5003095.22
2013-05-10,"lg.revenue",4473145.22
2013-05-11,"lg.revenue",4755509.98
2013-05-12,"lg.revenue",3747049.04
2013-05-13,"lg.revenue",4538191.35
2013-05-14,"lg.revenue",4211166.37
2013-05-15,"lg.revenue",4359411.8
2013-05-16,"lg.revenue",4089876.35
2013-05-17,"lg.revenue",4118859.36
2013-05-18,"lg.revenue",3762838.77
2013-05-19,"lg.revenue",5478269.7
2013-05-20,"lg.revenue",4768303.17
2013-05-21,"lg.revenue",4723655.85
2013-05-22,"lg.revenue",4565644.38
2013-05-23,"lg.revenue",4775346.77
2013-05-24,"lg.revenue",4909101.53
2013-05-25,"lg.revenue",4180040.2
2013-05-26,"lg.revenue",4475863.7
2013-05-27,"lg.revenue",6327604.34
2013-05-28,"lg.revenue",4727219.3
2013-05-29,"lg.revenue",4349178.17
2013-05-30,"lg.revenue",4509176.34
2013-05-31,"lg.revenue",4491850.45
2013-06-01,"lg.revenue",4191680.26
2013-06-02,"lg.revenue",3606044.01
2013-06-03,"lg.revenue",4467498.97
2013-06-04,"lg.revenue",5007770.72
2013-06-05,"lg.revenue",4569187.7
2013-06-06,"lg.revenue",4616935.42
2013-06-07,"lg.revenue",4581150.85
2013-06-08,"lg.revenue",3858830.46
2013-06-09,"lg.revenue",4123732.51
2013-06-10,"lg.revenue",8038952.48
2013-06-11,"lg.revenue",9861093.3
2013-06-12,"lg.revenue",7321570.91
2013-06-13,"lg.revenue",6699536.91
2013-06-14,"lg.revenue",6658432.28
2013-06-15,"lg.revenue",5551525.34
2013-06-16,"lg.revenue",5022904.86
2013-06-17,"lg.revenue",5382734.21
2013-06-18,"lg.revenue",5369752.51
2013-06-19,"lg.revenue",5413819.33
2013-06-20,"lg.revenue",5349601.22
2013-06-21,"lg.revenue",4695534.17
2013-06-22,"lg.revenue",4130700.57
2013-06-23,"lg.revenue",4419173.91
2013-06-24,"lg.revenue",5227493.76
2013-06-25,"lg.revenue",5059539.66
2013-06-26,"lg.revenue",4870976.15
2013-06-27,"lg.revenue",4720518.2
2013-06-28,"lg.revenue",4612744.85
2013-06-29,"lg.revenue",4265197.15
2013-06-30,"lg.revenue",4736966.77
2013-07-01,"lg.revenue",5383573.94
2013-07-02,"lg.revenue",5473921.97
2013-07-03,"lg.revenue",6047046.21
2013-07-04,"lg.revenue",5328190.7
2013-07-05,"lg.revenue",5877313.44
2013-07-06,"lg.revenue",5517089.44
2013-07-07,"lg.revenue",4575930.01
2013-07-08,"lg.revenue",4895082.92
2013-07-09,"lg.revenue",5168650.73
2013-07-10,"lg.revenue",4935379.95
2013-07-11,"lg.revenue",4589440.16
2013-07-12,"lg.revenue",4364690.63
2013-07-13,"lg.revenue",3887077.37
2013-07-14,"lg.revenue",4305867.42
2013-07-15,"lg.revenue",5514312.94
2013-07-16,"lg.revenue",5500813.4
2013-07-17,"lg.revenue",5255146.97
2013-07-18,"lg.revenue",5389645.69
2013-07-19,"lg.revenue",5274170.13
2013-07-20,"lg.revenue",4813191.74
2013-07-21,"lg.revenue",4912571.95
2013-07-22,"lg.revenue",5661906.44
2013-07-23,"lg.revenue",5371031.58
2013-07-24,"lg.revenue",6320469.74
2013-07-25,"lg.revenue",8190023.34
2013-07-26,"lg.revenue",12716523.79
2013-07-27,"lg.revenue",8550458.41
2013-07-28,"lg.revenue",5465712.48
2013-07-29,"lg.revenue",5966995.41
2013-07-30,"lg.revenue",5999912.74
2013-07-31,"lg.revenue",6576749.83
2013-08-01,"lg.revenue",6205390.89
2013-08-02,"lg.revenue",7892472.3
2013-08-03,"lg.revenue",7366859.11
2013-08-04,"lg.revenue",6040914.17
2013-08-05,"lg.revenue",5309793.08
2013-08-06,"lg.revenue",5133151.13
2013-08-07,"lg.revenue",4768310.36
2013-08-08,"lg.revenue",4383035.97
2013-08-09,"lg.revenue",5139906.76
2013-08-10,"lg.revenue",5615765.85
2013-08-11,"lg.revenue",5258691.24
2013-08-12,"lg.revenue",5167956.91
2013-08-13,"lg.revenue",5147706.23
2013-08-14,"lg.revenue",4958888.81
2013-08-15,"lg.revenue",5117210.6
2013-08-16,"lg.revenue",6304980.22
2013-08-17,"lg.revenue",5218854.27
2013-08-18,"lg.revenue",4671136.87
2013-08-19,"lg.revenue",5407521
2013-08-20,"lg.revenue",6297783.15
2013-08-21,"lg.revenue",6597338.61
2013-08-22,"lg.revenue",6576096.27
2013-08-23,"lg.revenue",5398635.02
2013-08-24,"lg.revenue",4461921.72
2013-08-25,"lg.revenue",5142661.93
2013-08-26,"lg.revenue",5935453.61
2013-08-27,"lg.revenue",5885689.83
2013-08-28,"lg.revenue",5608619.17
2013-08-29,"lg.revenue",5432447.88
2013-08-30,"lg.revenue",6010517.95
2013-08-31,"lg.revenue",5508142.39
2013-09-01,"lg.revenue",5783470.37
2013-09-02,"lg.revenue",8318924.9
2013-09-03,"lg.revenue",5285397.09
2013-09-04,"lg.revenue",6092200.33
2013-09-05,"lg.revenue",6110969.79
2013-09-06,"lg.revenue",6032823.34
2013-09-07,"lg.revenue",5528695.32
2013-09-08,"lg.revenue",4675125.33
2013-09-09,"lg.revenue",5168738.27
2013-09-10,"lg.revenue",5033030.73
2013-09-11,"lg.revenue",5366946.04
2013-09-12,"lg.revenue",5204304.16
2013-09-13,"lg.revenue",5910847.52
2013-09-14,"lg.revenue",5110333.32
2013-09-15,"lg.revenue",4603987.4
2013-09-16,"lg.revenue",5706888.91
2013-09-17,"lg.revenue",5513250.07
2013-09-18,"lg.revenue",5039510.21
2013-09-19,"lg.revenue",5070435.44
2013-09-20,"lg.revenue",6245919.85
2013-09-21,"lg.revenue",4489506.56
2013-09-22,"lg.revenue",4650531.28
2013-09-23,"lg.revenue",5169287.47
2013-09-24,"lg.revenue",5462986.02
2013-09-25,"lg.revenue",4923135.83
2013-09-26,"lg.revenue",4690738.36
2013-09-27,"lg.revenue",5416616.62
2013-09-28,"lg.revenue",4850360.58
2013-09-29,"lg.revenue",4261614.42
2013-09-30,"lg.revenue",5150554.43
2013-10-01,"lg.revenue",5106941.97
2013-10-02,"lg.revenue",4981002.93
2013-10-03,"lg.revenue",4774278.5
2013-10-04,"lg.revenue",4682001.86
2013-10-05,"lg.revenue",3931652.38
2013-10-06,"lg.revenue",4200522.32
2013-10-07,"lg.revenue",4925646.51
2013-10-08,"lg.revenue",4964146.06
2013-10-09,"lg.revenue",4832078.41
2013-10-10,"lg.revenue",4736259.15
2013-10-11,"lg.revenue",4956895.83
2013-10-12,"lg.revenue",4263247.17
2013-10-13,"lg.revenue",5385947.22
2013-10-14,"lg.revenue",9938575.27
2013-10-15,"lg.revenue",7071767.94
2013-10-16,"lg.revenue",6921561.57
2013-10-17,"lg.revenue",6061297.85
2013-10-18,"lg.revenue",4514694.35
2013-10-19,"lg.revenue",3790531.38
2013-10-20,"lg.revenue",3819381.59
2013-10-21,"lg.revenue",4657164.32
2013-10-22,"lg.revenue",5368939.79
2013-10-23,"lg.revenue",5311856.75
2013-10-24,"lg.revenue",5252439.15
2013-10-25,"lg.revenue",5659439.15
2013-10-26,"lg.revenue",4586920.65
2013-10-27,"lg.revenue",3858437.51
2013-10-28,"lg.revenue",4760296.55
2013-10-29,"lg.revenue",4581292.82
2013-10-30,"lg.revenue",4599337.19
2013-10-31,"lg.revenue",4546742.01
2013-11-01,"lg.revenue",6119279.81
2013-11-02,"lg.revenue",4572067.23
2013-11-03,"lg.revenue",4545365.51
2013-11-04,"lg.revenue",5828053.47
2013-11-05,"lg.revenue",5087742.08
2013-11-06,"lg.revenue",6032600.19
2013-11-07,"lg.revenue",6459434.34
2013-11-08,"lg.revenue",6574326.17
2013-11-09,"lg.revenue",6106888.76
2013-11-10,"lg.revenue",6282543.82
2013-11-11,"lg.revenue",7121116.29
2013-11-12,"lg.revenue",6873857.59
2013-11-13,"lg.revenue",6600716.23
2013-11-14,"lg.revenue",6805399.71
2013-11-15,"lg.revenue",7052234.72
2013-11-16,"lg.revenue",7492377.34
2013-11-17,"lg.revenue",6592391.86
2013-11-18,"lg.revenue",7285032.5
2013-11-19,"lg.revenue",7140930.33
2013-11-20,"lg.revenue",8209620.38
2013-11-21,"lg.revenue",7980115.09
2013-11-22,"lg.revenue",11819672.21
2013-11-23,"lg.revenue",8950538.18
2013-11-24,"lg.revenue",15990365.36
2013-11-25,"lg.revenue",31619223.28
2013-11-26,"lg.revenue",24876653.43
2013-11-27,"lg.revenue",29042698.98
2013-11-28,"lg.revenue",122451644.16
2013-11-29,"lg.revenue",86421546.56
2013-11-30,"lg.revenue",45264408.5
2013-12-01,"lg.revenue",25654432.89
2013-12-02,"lg.revenue",100912180.62
2013-12-03,"lg.revenue",18237713.72
2013-12-04,"lg.revenue",17017072.37
2013-12-05,"lg.revenue",15808119.6
2013-12-06,"lg.revenue",15694948.24
2013-12-07,"lg.revenue",17129348.02
2013-12-08,"lg.revenue",16141024.01
2013-12-09,"lg.revenue",21486005.27
2013-12-10,"lg.revenue",20112112.89
2013-12-11,"lg.revenue",20154693.75
2013-12-12,"lg.revenue",21240928.65
2013-12-13,"lg.revenue",20878957.08
2013-12-14,"lg.revenue",20936802.26
2013-12-15,"lg.revenue",21673668.23
2013-12-16,"lg.revenue",32471512.85
2013-12-17,"lg.revenue",21431962.71
2013-12-18,"lg.revenue",20934974.89
2013-12-19,"lg.revenue",19162067.11
2013-12-20,"lg.revenue",18479687.26
2013-12-21,"lg.revenue",15412428.26
2013-12-22,"lg.revenue",15026413.06
2013-12-23,"lg.revenue",17161552.59
2013-12-24,"lg.revenue",12345730.55
2013-12-25,"lg.revenue",12136876.45
2013-12-26,"lg.revenue",14238982.48
2013-12-27,"lg.revenue",12227177.64
2013-12-28,"lg.revenue",10135040.06
2013-12-29,"lg.revenue",7280628.16
2013-12-30,"lg.revenue",8305183.06
2013-12-31,"lg.revenue",9552234.37
2014-01-01,"lg.revenue",8949190.19
2014-01-02,"lg.revenue",9362649.55
2014-01-03,"lg.revenue",8905491.51
2014-01-04,"lg.revenue",8978988.61
2014-01-05,"lg.revenue",6806078.95
2014-01-06,"lg.revenue",7145149.57
2014-01-07,"lg.revenue",7010372.62
2014-01-08,"lg.revenue",6436246.49
2014-01-09,"lg.revenue",7191985.41
2014-01-10,"lg.revenue",7300756.08
2014-01-11,"lg.revenue",6717942.93
2014-01-12,"lg.revenue",6006863.74
2014-01-13,"lg.revenue",6851686.28
2014-01-14,"lg.revenue",6835794.6
2014-01-15,"lg.revenue",7387506.05
2014-01-16,"lg.revenue",6447029.28
2014-01-17,"lg.revenue",6467137.35
2014-01-18,"lg.revenue",6439447.16
2014-01-19,"lg.revenue",6013845.37
2014-01-20,"lg.revenue",6791850.15
2014-01-21,"lg.revenue",6798668.61
2014-01-22,"lg.revenue",7528312.7
2014-01-23,"lg.revenue",8564043.85
2014-01-24,"lg.revenue",11628930.01
2014-01-25,"lg.revenue",9903260.79
2014-01-26,"lg.revenue",7559398.04
2014-01-27,"lg.revenue",7706773.48
2014-01-28,"lg.revenue",7845326.56
